,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
1272,0,0,1,0,2,0,3,3,169,0,0,0,0,0,1,0,0,0,0,0,0,3,4,3,3,3,1,1,1,1,1,1,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,3,2,1,0
1273,0,1,0,0,3,0,1,0,36,0,0,0,1,0,1,0,0,0,0,0,0,3,3,3,3,3,2,3,3,3,3,3,3,1,3,2,2,1,1,0,2,3,4,3,3,3,3,4,0,1,3,3,0
1274,0,1,2,0,2,0,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,2,2,2,3,1,3,2,2,1,1,0,2,3,4,3,3,3,3,4,0,3,3,2,0
1275,0,1,0,0,0,1,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,2,3,2,3,1,3,2,2,1,1,0,2,3,4,3,3,3,3,4,0,1,3,3,0
1276,0,1,0,2,3,0,2,4,120,0,0,0,1,0,1,0,0,0,0,0,0,3,3,3,3,3,0,2,3,1,3,1,2,0,3,4,4,3,3,0,3,2,3,4,4,3,3,3,1,3,2,2,0
1278,0,1,0,2,0,0,2,4,120,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,4,0,4,0,2,0,3,4,4,3,3,0,3,2,3,4,4,3,3,3,1,2,2,1,0
1279,0,0,0,4,3,0,0,3,73,0,0,0,1,0,1,0,0,0,0,0,0,3,4,3,3,3,2,4,3,3,4,3,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,3,3,3,0
1280,0,0,2,4,2,0,0,3,73,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,4,3,3,3,2,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,2,3,4,0
1281,0,0,0,4,3,0,0,3,73,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,4,4,3,4,3,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,2,3,3,0
1282,0,2,0,3,3,1,0,2,58,0,0,0,1,0,1,0,1,0,0,0,0,2,4,4,2,2,1,3,3,2,3,2,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,3,2,2,0
1283,0,2,2,3,2,0,0,2,58,1,0,0,0,0,0,0,1,0,0,0,0,2,4,4,2,2,2,2,3,1,2,1,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,3,2,2,0
1284,0,2,0,3,0,0,0,2,58,1,0,0,0,0,0,0,1,0,0,0,0,2,4,4,2,2,2,3,3,3,3,2,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,2,2,3,0
1285,0,2,1,3,2,0,0,2,58,0,0,0,0,0,1,0,1,0,0,0,0,2,4,4,2,2,1,3,3,1,3,2,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,4,2,1,0
1286,0,1,2,3,2,0,0,0,155,1,0,0,0,0,0,1,1,1,0,0,0,3,4,3,3,2,2,3,2,0,0,0,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,3,3,1,0
1287,0,1,0,3,0,0,0,0,155,1,0,0,0,0,0,1,1,1,0,0,0,3,4,3,3,2,1,3,3,0,0,2,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,2,3,1,0
1288,0,1,1,3,2,0,0,0,155,0,0,0,0,0,1,1,1,1,0,0,0,3,4,3,3,2,1,1,2,1,4,1,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,4,3,0,0
1292,0,1,0,2,3,0,1,2,134,0,0,1,0,0,0,0,1,0,0,0,0,3,4,4,3,4,2,3,3,2,3,0,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,3,1,2,0
1293,0,1,1,2,2,1,1,2,134,0,0,0,0,0,1,0,1,0,0,0,0,3,4,4,3,4,2,2,2,3,2,1,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,3,1,2,0
1294,0,0,2,2,2,1,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,3,3,3,2,2,2,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,2,2,2,0
1295,0,0,0,2,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,2,3,3,2,3,1,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,2,2,2,0
1296,0,0,1,2,0,0,3,4,192,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,1,0,0,0,0,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,4,1,0,0
1297,0,0,0,2,2,1,3,4,192,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,0,0
1298,0,0,0,2,3,0,3,4,192,0,0,0,1,0,1,0,0,0,0,0,0,4,4,4,4,4,1,2,2,2,3,1,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,2,1,0,0
1299,0,0,1,2,2,1,3,4,192,2,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,1,1,2,2,3,1,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,1,0
1300,0,0,2,2,2,1,3,4,192,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,3,3,2,4,3,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,4,1,3,0
1301,0,0,1,2,2,1,3,4,192,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,3,3,3,3,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,2,1
1302,0,0,1,2,4,0,3,4,192,0,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,4,2,4,2,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,1,0
1303,0,0,0,2,0,0,3,4,192,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,1,1,0,1,0,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,2,1,0,0
1304,0,0,1,2,2,1,3,4,192,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,1,1,2,1,0,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,0,0
1305,0,0,0,2,2,1,3,4,192,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,2,2,1,3,0,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,4,1,0,0
1306,0,0,1,2,2,1,3,4,192,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,1,1,2,2,0,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,0,0
1307,0,0,0,2,1,0,3,4,192,1,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,0,2,3,3,4,1,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,0,0
1308,0,0,0,2,3,0,3,4,192,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,1,2,1,3,1,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,1,1,0,0
1309,0,0,0,2,2,1,3,4,192,0,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,3,4,3,3,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,4,1,3,1
1310,0,0,0,2,2,1,3,4,192,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,3,2,3,2,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,2,0
1311,0,0,0,2,0,0,3,4,192,0,0,1,0,0,1,0,0,0,0,0,0,4,4,4,4,4,0,1,3,3,3,1,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,1,0
1313,0,0,1,2,0,0,3,4,192,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,1,3,3,3,1,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,0,0
1314,0,0,0,2,3,0,3,3,192,0,0,0,1,0,1,0,0,0,0,0,0,4,4,4,4,4,1,3,4,0,4,1,3,3,4,3,3,3,3,2,2,3,3,4,4,3,4,4,1,2,2,1,0
1315,0,0,2,2,2,1,3,3,192,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,4,1,4,4,3,3,4,3,3,3,3,2,2,3,3,4,4,3,4,4,1,3,2,2,0
1316,0,0,0,2,0,0,3,3,192,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,4,1,4,0,3,3,4,3,3,3,3,2,2,3,3,4,4,3,4,4,1,1,2,1,0
1318,0,1,2,2,2,1,1,0,130,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,4,4,2,4,3,2,3,2,0,0,0,4,3,3,3,2,4,3,0,4,3,3,4,1,0,2,2,2,0
1320,0,0,0,0,3,0,1,0,36,0,0,0,1,0,1,0,1,0,0,0,0,2,3,2,3,2,2,2,2,2,2,3,3,4,2,2,3,4,2,1,0,3,2,3,3,3,2,1,0,2,2,2,0
1321,0,0,2,0,2,0,1,0,36,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,3,2,2,2,2,2,1,1,3,4,2,2,3,4,2,1,0,3,2,3,3,3,2,1,0,3,2,2,0
1322,0,0,0,0,3,0,1,0,36,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,3,2,2,3,3,3,3,2,3,4,2,2,3,4,2,1,0,3,2,3,3,3,2,1,0,2,2,2,1
1323,0,0,1,0,2,0,1,0,36,0,0,0,0,0,1,0,1,0,0,0,0,2,3,2,3,2,2,2,2,3,3,3,3,4,2,2,3,4,2,1,0,3,2,3,3,3,2,1,0,3,2,2,0
1324,0,0,0,4,3,0,2,3,121,0,0,0,1,0,1,0,0,2,0,0,0,2,3,3,4,3,1,2,2,2,2,2,1,0,2,3,3,2,3,1,2,2,3,4,3,3,3,2,0,3,2,2,0
1327,0,0,1,4,2,0,2,3,121,1,0,1,0,0,0,0,0,2,0,0,0,2,3,3,4,3,1,2,3,2,2,1,1,0,2,3,3,2,3,1,2,2,3,4,3,3,3,2,0,1,2,2,0
1328,0,0,0,4,2,0,2,3,121,0,0,1,0,0,0,0,0,2,0,0,0,2,3,3,4,3,4,3,3,3,2,3,1,0,2,3,3,2,3,1,2,2,3,4,3,3,3,2,0,3,2,1,0
1329,0,1,0,2,3,0,0,0,113,0,0,0,1,0,1,0,0,0,0,0,0,4,4,4,4,4,1,4,4,2,4,2,3,0,3,4,4,4,4,0,4,3,1,4,4,3,4,2,4,3,2,2,0
1330,0,1,2,2,2,1,0,0,113,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,3,1,3,2,3,0,3,4,4,4,4,0,4,3,1,4,4,3,4,2,4,3,2,3,1
1331,0,1,0,2,0,0,0,0,113,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,3,4,3,3,0,3,4,4,4,4,0,4,3,1,4,4,3,4,2,4,2,2,3,0
1333,0,1,1,2,2,1,0,0,113,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,2,4,4,3,3,2,3,0,3,4,4,4,4,0,4,3,1,4,4,3,4,2,4,4,2,3,1
1334,0,1,1,2,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,2,3,3,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,0
1335,0,1,0,2,2,1,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,1,2,3,1
1337,0,1,2,2,2,1,0,0,64,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,2,2,2,2,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,2,0
1338,0,1,1,2,2,1,0,0,64,1,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,2,3,3,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,1
1339,0,1,1,2,4,0,0,0,64,0,1,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,1
1340,0,1,0,2,0,0,0,0,64,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,2,3,2,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,0
1341,0,1,1,2,2,1,0,0,64,1,0,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,3,3,2,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,0
1344,0,1,0,2,1,0,0,0,64,1,0,1,1,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,1,2,3,0
1345,0,1,0,2,3,0,0,0,64,0,0,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,0
1346,0,1,0,2,2,1,0,0,64,0,1,1,1,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,0
1347,0,1,0,2,2,1,0,0,64,0,0,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,0
1348,0,1,0,2,0,0,0,0,64,0,0,1,0,0,1,0,0,0,1,0,0,3,3,3,3,3,3,3,3,2,3,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,0
1350,0,1,1,2,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,1
1351,1,1,1,0,2,0,2,3,26,0,0,1,0,0,0,0,0,0,0,0,0,2,4,4,4,3,2,2,2,3,3,2,3,0,3,3,2,1,1,1,1,3,2,3,4,2,3,1,2,3,2,3,1
1353,1,1,0,0,2,0,2,3,26,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,2,3,3,3,2,2,3,0,3,3,2,1,1,1,1,3,2,3,4,2,3,1,2,3,2,2,1
1354,1,1,0,0,4,0,2,3,26,0,0,2,0,0,0,0,0,0,0,0,0,2,4,4,4,3,4,3,3,3,3,2,3,0,3,3,2,1,1,1,1,3,2,3,4,2,3,1,2,3,2,3,1
1355,1,0,1,2,2,1,3,2,23,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,2,2,3,3,1,2,4,4,2,2,1,1,0,2,1,2,4,2,4,3,4,1,1,2,2,2,0
1356,1,0,0,2,4,0,3,2,23,0,0,2,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,3,3,4,4,2,2,1,1,0,2,1,2,4,2,4,3,4,1,1,2,2,3,1
1358,1,1,0,2,2,1,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,2,4,4,4,2,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,1
1360,1,1,0,2,0,0,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,2,3,3,2,3,3,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,1,2,2,0
1361,1,1,1,2,0,0,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,1,2,3,1,2,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,3,2,1,0
1362,1,1,1,2,2,1,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,3,3,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,0
1363,1,1,0,2,4,0,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,2,2,2,2,2,3,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,0
1364,1,1,2,2,3,0,1,0,40,0,1,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,2,3,2,3,1,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,1
1365,1,1,1,2,3,0,1,0,40,1,1,1,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,2,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,3,1
1366,1,1,1,2,2,1,1,0,40,0,1,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,2,2,2,2,3,1,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,0
1367,1,1,0,2,2,1,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,3,3,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,3,1
1368,1,1,0,2,2,1,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,2,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,3,2,3,1
1369,1,1,0,2,2,1,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,2,3,2,2,3,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,3,2,2,0
1370,1,1,1,2,2,1,1,0,40,1,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,3,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,1,2,3,1
1371,1,1,0,2,0,0,1,0,40,0,1,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,1,3,3,1,4,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,3,2,1,0
1372,1,1,0,2,4,0,1,0,40,0,0,2,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,4,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,1,2,3,1
1373,1,1,1,2,2,1,1,0,40,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,2,3,4,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,1
1374,1,1,1,2,2,1,1,0,40,0,0,0,1,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,3,3,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,1,2,3,1
1376,1,1,0,2,3,0,0,0,121,0,1,0,0,0,0,1,1,0,0,0,0,4,4,4,4,3,1,1,1,1,0,1,2,2,2,3,4,4,2,1,4,2,2,4,4,4,4,3,2,3,3,2,0
1378,1,1,0,2,4,0,0,0,121,0,0,2,0,0,0,1,1,0,0,0,0,4,4,4,4,3,4,3,3,3,3,3,2,2,2,3,4,4,2,1,4,2,2,4,4,4,4,3,2,3,3,4,1
1379,1,1,1,2,2,1,0,0,121,0,0,0,1,0,0,1,1,0,0,0,0,4,4,4,4,3,2,2,3,2,4,3,2,2,2,3,4,4,2,1,4,2,2,4,4,4,4,3,2,3,3,3,0
1380,1,1,1,4,2,0,3,4,23,0,0,1,0,0,0,0,1,1,0,0,0,3,3,3,4,2,1,3,3,3,3,1,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,2,0
1381,1,1,0,4,2,0,3,4,23,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,3,3,2,2,2,1,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,2,0
1382,1,1,0,4,3,0,3,4,23,0,1,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,3,3,3,3,3,3,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,3,1
1383,1,1,0,4,4,1,3,4,23,0,0,2,0,0,0,0,1,1,0,0,0,3,3,3,4,2,4,3,4,4,4,3,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,4,1
1385,1,1,0,2,3,0,0,2,36,0,1,0,0,0,0,1,0,1,0,0,0,3,2,3,4,4,2,2,2,1,2,2,4,4,4,4,1,1,3,0,2,1,1,1,4,1,2,2,0,2,2,2,0
1387,1,0,0,2,3,0,3,4,30,0,1,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,3,2,2,2,2,3,3,3,3,2,1,3,1,3,3,3,2,3,3,3,2,1,3,2,2,0
1389,1,1,1,2,2,1,2,3,36,0,0,1,0,0,0,0,0,1,0,0,0,4,3,3,4,4,2,3,3,2,2,2,3,1,3,4,3,3,4,1,3,2,1,3,3,2,3,1,3,2,3,2,0
1390,1,1,0,2,0,0,2,3,36,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,4,2,3,3,3,3,1,3,1,3,4,3,3,4,1,3,2,1,3,3,2,3,1,3,3,3,3,1
1391,1,1,0,2,4,0,2,3,36,0,0,2,0,0,0,0,0,1,0,0,0,4,3,3,4,4,3,3,3,2,3,2,3,1,3,4,3,3,4,1,3,2,1,3,3,2,3,1,3,3,3,3,0
1392,1,0,1,1,2,0,0,0,121,0,0,1,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,4,3,3,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,3,1
1393,1,0,0,1,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,3,3,3,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,1,2,3,1
1397,1,0,1,1,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,4,3,4,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,3,1
1398,1,0,0,1,4,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,2,3,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,3,1
1399,1,0,2,1,3,0,0,0,121,0,1,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,4,3,3,2,3,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,2,1
1400,1,0,1,1,3,0,0,0,121,1,1,1,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,4,4,3,3,4,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,2,1
1402,1,0,0,1,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,3,3,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,3,1
1404,1,0,0,1,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,3,3,3,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,3,1
1405,1,0,1,1,2,0,0,0,121,1,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,4,2,3,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,1,2,3,1
1406,1,0,0,1,0,0,0,0,121,0,1,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,2,3,3,2,2,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,3,2,2,0
1407,1,0,0,1,4,0,0,0,121,0,0,2,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,4,4,3,3,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,1,2,3,1
1408,1,0,1,1,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,3,2,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,3,1
1409,1,0,1,1,2,0,0,0,121,0,0,0,1,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,3,2,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,1,2,3,1
1410,1,0,1,3,0,0,0,1,121,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,4,0,3,4,3,1,4,1,0,1,0,4,2,2,1,3,0,3,3,3,4,0,3,2,1,2,2,2,0
1411,1,0,1,2,2,1,0,0,184,0,0,1,0,0,0,0,1,1,1,0,0,3,4,4,4,2,4,4,4,4,4,4,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,3,2,4,1
1412,1,0,0,2,2,1,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,2,3,3,3,4,3,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,4,2,3,1
1413,1,0,0,2,3,0,0,0,184,0,1,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,3,3,3,2,2,2,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,4,2,2,1
1414,1,0,0,2,0,0,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,2,3,4,3,2,2,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,3,2,2,1
1415,1,0,1,2,0,0,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,2,3,3,2,2,0,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,2,2,2,0
1416,1,0,1,2,2,1,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,4,4,4,4,4,3,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,3,2,4,1
1417,1,0,0,2,4,0,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,3,3,3,3,3,3,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,4,2,4,1
1418,1,0,2,2,3,0,0,0,184,0,1,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,4,4,4,3,3,3,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,4,2,3,1
1419,1,0,1,2,3,0,0,0,184,1,1,1,0,0,0,0,1,1,1,0,0,3,4,4,4,2,3,3,4,3,4,1,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,4,2,2,0
1420,1,0,1,2,2,1,0,0,184,0,1,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,3,3,3,3,2,3,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,3,2,3,1
1421,1,0,0,2,2,1,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,3,3,3,3,3,3,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,3,2,3,1
1422,1,0,0,2,2,1,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,4,4,4,4,4,4,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,4,2,3,1
1423,1,0,0,2,2,1,0,0,184,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,4,4,4,4,4,4,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,2,2,3,1
