,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
607,0,0,0,3,2,0,0,1,192,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,3,3,3,1,3,0,0,0,2,0,3,3,4,2,4,0,1,3,1,4,4,4,3,2,4,3,3,2,0
609,0,0,1,0,0,1,3,3,169,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,2,3,2,4,2,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,3,2,2,0
612,0,0,1,0,2,0,3,3,169,2,0,0,1,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,3,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,1,2,3,1
614,0,0,1,0,4,0,3,3,169,0,1,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,1,2,2,2,2,1,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,3,2,2,0
619,0,0,0,0,2,0,3,3,169,0,1,1,1,0,0,0,0,0,0,0,0,3,4,3,3,3,2,3,3,3,2,2,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,3,2,2,1
621,0,0,0,0,0,1,3,3,169,0,0,1,0,0,1,0,0,0,0,0,0,3,4,3,3,3,2,2,2,2,2,2,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,4,2,2,0
625,0,1,1,0,4,0,1,0,36,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,3,3,3,3,1,3,2,2,1,1,0,2,3,4,3,3,3,3,4,0,3,3,3,0
629,0,1,0,0,1,0,1,0,36,1,0,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,4,3,3,3,1,3,2,2,1,1,0,2,3,4,3,3,3,3,4,0,3,3,4,1
636,0,1,1,2,2,1,2,4,120,2,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,3,3,2,2,0,3,4,4,3,3,0,3,2,3,4,4,3,3,3,1,2,2,2,0
639,0,1,1,2,2,1,2,4,120,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,4,0,3,0,2,0,3,4,4,3,3,0,3,2,3,4,4,3,3,3,1,2,2,0,0
640,0,1,0,2,2,1,2,4,120,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,4,3,2,3,2,2,0,3,4,4,3,3,0,3,2,3,4,4,3,3,3,1,2,2,3,0
645,0,1,0,2,2,1,2,4,120,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,2,0,3,4,4,3,3,0,3,2,3,4,4,3,3,3,1,3,2,3,1
657,0,0,1,4,2,0,0,3,73,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,4,4,3,3,3,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,3,3,3,0
661,0,0,0,4,0,0,0,3,73,0,0,1,0,0,1,0,0,0,0,0,0,3,4,3,3,3,2,4,4,3,3,3,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,4,3,4,1
662,0,0,1,4,2,0,0,3,73,0,0,0,0,0,1,0,0,0,0,0,0,3,4,3,3,3,3,3,3,4,3,2,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,4,3,3,0
664,0,2,1,3,0,0,0,2,58,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,2,2,1,2,3,2,4,3,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,3,2,2,0
669,0,2,1,3,2,0,0,2,58,1,0,1,0,0,0,0,1,0,0,0,0,2,4,4,2,2,2,3,3,2,3,1,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,2,2,2,0
671,0,2,1,3,2,0,0,2,58,0,0,1,0,0,0,0,1,0,0,0,0,2,4,4,2,2,3,3,3,2,2,2,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,3,2,1,0
677,0,2,1,3,0,0,0,2,58,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,2,2,1,3,2,3,3,3,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,3,2,1,0
682,0,1,1,3,2,0,0,0,155,1,1,0,0,0,0,1,1,1,0,0,0,3,4,3,3,2,3,2,2,3,2,3,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,4,3,3,1
684,0,1,1,3,2,0,0,0,155,1,0,1,0,0,0,1,1,1,0,0,0,3,4,3,3,2,1,2,2,1,3,1,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,2,3,1,0
688,0,1,0,3,3,1,0,0,155,0,0,1,0,0,0,1,1,1,0,0,0,3,4,3,3,2,1,2,3,2,2,2,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,2,3,2,0
689,0,1,0,3,2,0,0,0,155,0,1,1,1,0,0,1,1,1,0,0,0,3,4,3,3,2,1,3,3,2,3,2,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,4,3,3,0
690,0,1,0,3,2,0,0,0,155,0,0,1,0,0,0,1,1,1,0,0,0,3,4,3,3,2,1,0,3,3,3,2,3,0,4,4,4,4,1,0,4,3,0,4,4,4,4,2,2,4,3,3,1
693,0,1,1,2,0,0,1,2,134,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,3,4,1,0,1,0,4,0,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,3,1,0,0
699,0,1,0,2,2,1,1,2,134,1,0,0,0,0,0,0,1,0,0,0,0,3,4,4,3,4,3,3,3,2,2,1,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,2,1,2,0
703,0,1,0,2,2,1,1,2,134,0,0,1,0,0,0,0,1,0,0,0,0,3,4,4,3,4,2,2,2,1,2,0,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,3,1,2,0
706,0,0,0,2,2,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,2,3,2,3,3,2,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,3,2,2,0
707,0,0,1,2,2,1,0,0,43,2,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,1,3,3,3,3,3,2,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,2,2,3,1
708,0,0,1,2,2,1,0,0,43,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,3,2,2,2,2,2,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,4,2,2,1
713,0,0,0,2,1,0,0,0,43,1,0,1,1,0,0,0,0,0,0,0,0,3,4,4,4,1,3,3,3,3,3,2,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,2,2,3,1
715,0,0,0,2,2,1,0,0,43,0,1,1,1,0,0,0,0,0,0,0,0,3,4,4,4,1,4,3,3,2,2,3,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,3,2,2,1
719,0,0,1,2,0,0,3,3,192,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,4,0,4,1,3,3,4,3,3,3,3,2,2,3,3,4,4,3,4,4,1,4,2,0,0
723,0,0,1,2,4,0,3,3,192,0,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,4,2,4,4,3,3,4,3,3,3,3,2,2,3,3,4,4,3,4,4,1,3,2,3,0
730,0,0,0,2,2,1,3,3,192,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,2,4,3,3,3,4,3,3,3,3,2,2,3,3,4,4,3,4,4,1,3,2,3,0
731,0,0,0,2,0,0,3,3,192,0,0,1,0,0,1,0,0,0,0,0,0,4,4,4,4,4,2,4,4,4,4,4,3,3,4,3,3,3,3,2,2,3,3,4,4,3,4,4,1,3,2,4,0
739,0,1,0,2,0,0,1,0,130,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,4,4,2,4,3,2,2,2,0,0,0,4,3,3,3,2,4,3,0,4,3,3,4,1,0,3,2,2,0
740,0,1,1,2,2,1,1,0,130,1,0,1,0,0,0,1,0,0,0,0,0,3,4,3,4,4,2,4,4,2,3,2,0,0,0,4,3,3,3,2,4,3,0,4,3,3,4,1,0,1,2,2,0
742,0,1,1,2,2,1,1,0,130,0,0,1,0,0,0,1,0,0,0,0,0,3,4,3,4,4,4,4,4,3,3,3,0,0,0,4,3,3,3,2,4,3,0,4,3,3,4,1,0,3,2,4,1
745,0,1,0,2,2,1,1,0,130,0,0,1,0,0,0,1,0,0,0,0,0,3,4,3,4,4,4,4,3,4,3,3,0,0,0,4,3,3,3,2,4,3,0,4,3,3,4,1,0,3,2,3,0
753,0,0,1,0,4,0,1,0,36,0,1,1,0,0,0,0,1,0,0,0,0,2,3,2,3,2,2,3,3,2,3,1,3,4,2,2,3,4,2,1,0,3,2,3,3,3,2,1,0,3,2,2,1
756,0,0,0,0,2,0,1,0,36,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,3,2,1,3,2,2,1,1,3,4,2,2,3,4,2,1,0,3,2,3,3,3,2,1,0,2,2,1,0
764,0,1,0,2,2,1,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,3,4,1,3,1,3,0,3,4,4,4,4,0,4,3,1,4,4,3,4,2,4,1,2,1,0
765,0,1,1,2,2,1,0,0,113,2,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,3,0,3,4,4,4,4,0,4,3,1,4,4,3,4,2,4,2,2,4,1
794,1,0,1,2,2,1,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,2,2,2,3,2,3,4,4,2,2,1,1,0,2,1,2,4,2,4,3,4,1,1,1,2,2,1
799,1,0,0,2,2,1,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,4,2,4,4,4,2,2,1,1,0,2,1,2,4,2,4,3,4,1,1,3,2,4,1
803,1,0,0,2,0,0,3,2,23,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,1,3,2,1,2,1,4,4,2,2,1,1,0,2,1,2,4,2,4,3,4,1,1,3,2,1,0
804,1,0,1,2,2,1,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,2,2,3,3,1,2,4,4,2,2,1,1,0,2,1,2,4,2,4,3,4,1,1,1,2,2,1
805,1,0,1,2,2,1,3,2,23,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,4,3,2,3,3,3,2,2,4,4,2,2,1,1,0,2,1,2,4,2,4,3,4,1,1,1,2,2,1
808,1,0,0,3,4,0,1,2,47,0,0,2,0,0,0,0,0,0,1,0,1,3,4,4,4,4,3,3,3,3,3,3,2,3,3,4,4,3,4,2,3,3,1,3,4,3,3,3,1,3,3,3,1
813,1,1,0,2,4,0,0,0,121,0,0,0,0,0,0,1,1,0,0,0,0,4,4,4,4,3,1,3,3,1,1,0,2,2,2,3,4,4,2,1,4,2,2,4,4,4,4,3,2,4,3,3,1
824,1,1,1,4,2,0,3,4,23,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,4,3,4,4,4,3,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,4,2,3,1
825,1,1,0,4,4,1,3,4,23,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,2,4,4,3,3,3,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,3,0
826,1,1,2,4,3,0,3,4,23,0,1,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,2,4,3,3,3,2,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,2,0
830,1,1,0,4,2,0,3,4,23,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,2,3,3,3,2,1,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,2,1
831,1,1,0,4,2,0,3,4,23,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,3,3,4,4,4,3,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,3,0
832,1,1,1,4,2,0,3,4,23,1,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,4,3,3,4,3,3,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,2,2,3,0
838,1,0,0,0,0,1,1,0,86,0,1,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,4,4,2,3,2,4,4,3,4,4,4,3,2,4,3,3,4,3,3,3,3,1,2,3,2,1
843,1,1,0,2,4,0,0,2,36,0,0,0,0,0,0,1,0,1,0,0,0,3,2,3,4,4,2,2,3,4,3,2,4,4,4,4,1,1,3,0,2,1,1,1,4,1,2,2,0,2,2,3,1
848,1,1,0,2,2,1,0,2,36,0,0,0,0,0,0,1,0,1,0,0,0,3,2,3,4,4,3,2,2,3,1,1,4,4,4,4,1,1,3,0,2,1,1,1,4,1,2,2,0,3,2,3,1
852,1,1,0,2,4,0,0,2,36,0,0,2,0,0,0,1,0,1,0,0,0,3,2,3,4,4,3,3,3,3,4,3,4,4,4,4,1,1,3,0,2,1,1,1,4,1,2,2,0,1,2,3,1
859,1,0,0,2,4,0,3,4,30,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,3,2,2,2,1,3,3,3,3,2,1,3,1,3,3,3,2,3,3,3,2,1,2,2,2,0
860,1,0,2,2,3,0,3,4,30,0,1,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,1,3,1,3,3,3,2,3,3,3,2,1,2,2,3,1
865,1,0,0,2,2,1,3,4,30,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,3,2,3,2,3,2,3,3,3,3,2,1,3,1,3,3,3,2,3,3,3,2,1,3,2,3,0
868,1,0,1,2,2,1,3,4,30,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,2,2,2,2,2,3,3,3,3,2,1,3,1,3,3,3,2,3,3,3,2,1,2,2,2,0
873,1,1,1,2,2,1,2,3,36,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,4,3,2,3,3,3,2,3,1,3,4,3,3,4,1,3,2,1,3,3,2,3,1,3,3,3,3,1
874,1,1,0,2,4,0,2,3,36,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,4,3,3,3,3,2,2,3,1,3,4,3,3,4,1,3,2,1,3,3,2,3,1,3,3,3,3,1
880,1,1,0,2,2,1,2,3,36,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,4,2,2,2,2,2,2,3,1,3,4,3,3,4,1,3,2,1,3,3,2,3,1,3,2,3,2,0
882,1,1,0,2,0,0,2,3,36,0,1,0,0,0,0,0,0,1,0,0,0,4,3,3,4,4,4,4,4,4,4,4,3,1,3,4,3,3,4,1,3,2,1,3,3,2,3,1,3,2,3,4,0
887,1,0,2,3,3,1,0,1,121,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,4,0,4,4,4,4,4,4,0,1,0,4,2,2,1,3,0,3,3,3,4,0,3,2,1,2,2,4,1
890,1,0,0,3,2,0,0,1,121,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,4,0,3,4,3,3,2,2,0,1,0,4,2,2,1,3,0,3,3,3,4,0,3,2,1,2,2,3,1
923,1,0,0,0,0,1,0,0,80,0,1,0,0,0,0,0,0,1,0,0,1,2,4,3,4,3,3,4,3,2,3,1,0,0,0,4,4,4,0,0,0,3,2,3,4,4,4,2,1,3,2,2,1
928,1,1,0,2,4,0,1,2,80,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,2,3,4,3,2,3,1,1,3,3,3,4,3,0,1,2,2,3,4,3,3,1,2,4,2,2,0
930,1,1,0,2,2,1,1,2,80,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,2,3,3,3,2,2,1,1,3,3,3,4,3,0,1,2,2,3,4,3,3,1,2,3,2,2,0
934,0,0,0,4,0,0,0,0,194,2,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,1,3,3,1,4,1,3,1,3,2,3,3,3,2,4,3,1,3,3,4,4,1,2,1,1,1,0
935,0,0,0,4,0,0,0,0,194,1,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,2,0,2,0,3,0,3,1,3,2,3,3,3,2,4,3,1,3,3,4,4,1,2,3,1,0,0
939,0,0,0,4,2,0,0,0,194,1,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,3,3,3,4,3,1,3,2,3,3,3,2,4,3,1,3,3,4,4,1,2,3,1,4,1
945,0,0,0,2,2,1,1,3,58,1,1,0,0,0,0,0,0,1,1,0,0,3,4,4,3,4,2,4,3,3,3,2,2,1,3,4,4,3,3,0,2,3,3,4,4,4,4,4,3,3,3,3,1
953,0,0,0,2,2,1,4,3,178,1,1,0,0,0,0,0,0,1,0,0,0,3,3,3,4,3,2,4,4,3,4,2,0,0,3,3,1,1,0,0,3,3,0,0,2,1,3,3,0,3,1,3,0
954,0,0,0,2,2,1,4,3,178,1,1,1,0,0,0,0,0,1,0,0,0,3,3,3,4,3,3,2,4,4,4,3,0,0,3,3,1,1,0,0,3,3,0,0,2,1,3,3,0,2,1,3,1
955,0,0,0,2,2,1,4,3,178,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,4,3,4,4,4,3,3,3,0,0,3,3,1,1,0,0,3,3,0,0,2,1,3,3,0,2,1,3,1
958,0,0,0,2,0,0,1,0,177,1,0,0,0,0,0,0,0,1,1,0,0,3,4,3,4,4,1,1,3,0,4,0,2,1,1,4,4,4,2,1,3,3,4,4,4,4,4,4,3,4,3,1,0
961,0,0,0,2,2,1,1,0,177,1,1,1,0,0,0,0,0,1,1,0,0,3,4,3,4,4,3,2,2,3,2,2,2,1,1,4,4,4,2,1,3,3,4,4,4,4,4,4,3,1,3,3,1
965,0,0,0,2,2,1,3,4,61,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,2,3,2,4,3,2,1,1,3,3,2,2,2,2,2,4,1,3,2,4,1
973,0,0,0,3,2,0,0,1,75,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,3,4,2,3,3,2,3,2,2,1,1,3,3,2,1,0,2,3,2,4,4,2,3,1,2,3,1,2,1
974,0,0,0,3,2,0,0,1,75,1,1,0,0,0,0,0,0,1,1,0,0,2,3,3,3,4,3,4,3,3,3,2,2,1,1,3,3,2,1,0,2,3,2,4,4,2,3,1,2,4,1,3,0
983,0,0,0,2,2,1,3,0,179,1,1,1,0,0,0,1,0,0,1,0,0,0,4,4,3,4,1,1,0,0,0,0,0,0,2,4,2,4,2,1,3,2,3,4,4,4,4,4,1,1,0,0,0
985,0,0,0,2,0,0,3,0,179,1,0,0,0,0,0,1,0,0,1,0,0,0,4,4,3,4,3,4,4,3,4,0,0,0,2,4,2,4,2,1,3,2,3,4,4,4,4,4,1,3,0,4,1
986,1,0,0,4,4,1,0,0,121,0,0,0,1,0,0,1,0,0,0,0,0,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,2,2,2,2,2,3,3,3,3,3,2,1,1,2,4,1
987,1,0,0,4,2,0,0,0,121,0,0,1,1,0,0,1,0,0,0,0,0,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,2,2,2,2,2,3,3,3,3,3,2,1,2,2,4,0
988,1,0,0,4,1,0,0,0,121,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,4,3,3,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,3,3,2,1,3,2,3,0
996,1,0,0,0,1,0,1,2,19,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,3,3,1,2,2,2,1,2,4,4,3,3,1,0,2,1,2,0,3,0,3,3,3,3,2,2,2,1,0
997,1,0,0,0,2,0,1,2,19,0,0,1,0,0,0,2,0,0,0,0,0,3,3,3,3,3,1,2,1,1,2,1,4,4,3,3,1,0,2,1,2,0,3,0,3,3,3,3,2,2,2,1,0
1004,1,0,0,0,1,0,0,0,59,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,4,4,2,2,3,3,3,3,2,2,3,4,3,3,2,1,3,3,2,4,4,4,3,3,3,2,2,3,1
1008,1,0,0,0,3,0,0,0,59,0,0,1,1,0,0,1,0,0,0,0,0,3,3,4,4,4,3,2,2,2,3,3,2,2,3,4,3,3,2,1,3,3,2,4,4,4,3,3,3,4,2,3,0
1029,1,0,0,2,2,1,0,0,146,0,0,1,0,0,0,1,1,1,0,0,0,3,3,4,4,3,3,1,3,4,3,3,4,3,3,3,2,1,2,1,2,0,3,0,2,3,3,2,4,2,0,3,1
1031,1,0,0,2,2,1,0,0,146,0,0,0,0,0,0,1,1,1,0,0,0,3,3,4,4,3,3,3,3,3,4,2,4,3,3,3,2,1,2,1,2,0,3,0,2,3,3,2,4,2,0,3,1
1033,1,0,0,2,3,0,0,0,146,0,0,1,1,0,0,1,1,1,0,0,0,3,3,4,4,3,3,2,3,3,2,2,4,3,3,3,2,1,2,1,2,0,3,0,2,3,3,2,4,1,0,3,1
1041,1,0,0,2,3,0,1,0,74,0,0,1,1,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,1,1,3,2,1,1,1,1,3,4,4,0,0,2,2,3,1
1048,0,0,0,0,0,1,0,1,121,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,3,4,3,2,3,4,0,3,4,0,0,2,0,2,2,4,0,4,4,4,3,0,2,1,3,1
1052,0,0,0,2,0,0,3,1,58,0,0,0,0,0,0,1,0,1,0,0,0,3,4,3,4,3,3,4,4,3,4,3,1,3,3,3,2,2,3,1,2,2,3,3,3,3,2,3,3,2,1,3,0
1058,0,0,1,2,2,1,3,1,58,2,0,1,0,0,0,1,0,1,0,0,0,3,4,3,4,3,4,4,4,4,4,4,1,3,3,3,2,2,3,1,2,2,3,3,3,3,2,3,3,2,1,4,0
1059,0,0,0,2,2,1,3,1,58,4,0,0,0,0,0,1,0,1,0,0,0,3,4,3,4,3,3,3,4,3,4,3,1,3,3,3,2,2,3,1,2,2,3,3,3,3,2,3,3,1,1,3,0
1069,0,0,0,2,2,1,3,0,121,4,0,0,0,0,0,0,0,1,1,0,0,2,1,2,4,3,4,2,3,4,2,2,3,1,3,3,2,3,2,2,3,2,3,2,2,1,3,3,1,2,3,4,1
1094,1,0,0,2,0,0,0,0,121,0,0,0,0,0,0,1,0,0,1,0,0,4,4,4,4,4,3,3,4,3,4,3,4,2,3,3,1,1,4,2,3,2,3,1,4,2,3,2,0,4,3,3,1
1095,1,0,0,2,2,1,0,0,121,2,0,1,0,0,0,1,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,1,1,4,2,3,2,3,1,4,2,3,2,0,1,3,4,1
1097,1,0,0,2,2,1,0,0,121,0,0,0,0,0,0,1,0,0,1,0,0,4,4,4,4,4,3,3,3,4,4,4,4,2,3,3,1,1,4,2,3,2,3,1,4,2,3,2,0,2,3,3,1
1105,1,0,0,3,2,0,1,0,121,2,0,1,0,0,0,1,0,0,0,0,0,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,1,1,2,2,4,3,2,4,4,2,3,0,0,3,2,4,1
1106,1,0,0,3,2,0,1,0,121,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,3,3,4,3,3,4,4,3,4,3,1,1,2,2,4,3,2,4,4,2,3,0,0,3,2,4,1
1111,1,1,0,2,2,1,0,0,177,0,0,0,1,0,0,1,0,1,0,0,0,3,3,2,3,1,3,3,1,1,1,1,3,0,4,3,3,2,1,0,2,1,0,3,4,3,3,0,0,3,1,1,0
1122,1,1,0,2,2,1,0,0,158,0,0,0,1,0,0,2,0,1,0,0,0,4,2,4,4,4,3,3,3,3,2,2,4,4,4,4,2,2,2,2,4,3,0,0,3,3,3,3,4,3,4,3,1
1129,0,1,0,1,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,2,3,1,0,0,0,3,3,3,0,0,2,3,3,3,4,3,3,3,3,2,1,2,0
1135,0,0,0,2,0,0,4,0,192,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,2,3,3,3,4,3,3,1,3,3,2,1,2,2,3,3,4,3,4,2,3,3,1,3,2,3,0
1137,0,0,1,2,1,0,4,0,192,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,4,3,4,3,4,3,3,1,3,3,2,1,2,2,3,3,4,3,4,2,3,3,1,3,2,3,0
1148,0,0,0,2,2,1,0,1,121,1,0,1,1,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,2,3,2,3,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,3,1,3,0
1151,0,0,0,2,0,0,1,3,121,0,1,0,0,0,0,1,0,0,0,0,0,3,3,4,3,4,1,2,2,2,2,1,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,3,2,2,0
1153,0,0,0,2,0,0,1,3,121,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,4,3,3,3,2,3,2,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,3,1
1154,0,0,1,2,1,0,1,3,121,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,4,4,3,3,4,3,3,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,2,2,4,1
1168,0,1,1,2,0,0,2,3,170,1,0,0,1,0,0,0,0,1,1,0,0,3,3,3,4,2,0,2,2,1,1,1,2,1,2,4,4,3,3,2,3,1,2,4,3,3,3,1,4,2,3,1,0
1169,0,1,0,2,0,0,2,3,170,0,1,0,0,0,0,0,0,1,1,0,0,3,3,3,4,2,1,1,2,3,2,1,2,1,2,4,4,3,3,2,3,1,2,4,3,3,3,1,4,2,3,1,1
1175,0,0,0,1,2,0,3,0,121,1,0,1,1,0,0,2,0,0,0,0,0,3,0,3,3,3,3,2,2,3,2,1,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,3,0,3,1
1178,1,0,0,0,3,0,4,2,168,0,0,0,0,1,0,1,0,1,0,0,0,1,4,3,4,2,4,3,2,3,3,2,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,2,1,2,0
1181,1,0,0,0,0,1,4,2,168,1,0,1,0,0,0,1,0,1,0,0,0,1,4,3,4,2,3,3,2,3,2,1,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,2,1,2,0
1187,1,0,0,2,0,0,0,0,58,1,0,1,0,0,0,1,1,1,0,0,0,1,3,1,3,0,2,2,2,2,3,0,3,4,2,2,3,3,0,1,2,3,2,3,1,2,2,0,0,2,1,2,0
1196,1,0,1,0,2,0,0,1,139,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,3,2,2,2,3,4,3,2,3,2,3,0,2,3,3,2,2,2,2,3,0,3,2,2,3,1
1206,1,1,0,2,2,1,0,0,148,0,1,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,3,3,3,2,3,1,1,4,4,3,3,1,1,3,2,3,4,4,4,3,1,2,2,3,0
